"Status","Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price","Finrat","Savings","seniorityR","timeR","ageR","expensesR","incomeR","assetsR","debtR","amountR","priceR","finratR","savingsR"
"bad",2,"owner",60,26,"single","yes_rec","fixed",35,110,7000,0,535,1710,31.2865497076023,8.41121495327103,"sen (1,3]","time (48,99]","age (25,30]","exp (0,40]","inc (80,110]","asset (5e+03,8e+03]","debt (-1,0]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (6,99]"
"good",30,"owner",60,53,"married","no_rec","freelance",35,201,25000,0,1360,1450,93.7931034482759,7.32352941176471,"sen (14,99]","time (48,99]","age (50,99]","exp (0,40]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (6,99]"
"good",20,"owner",24,51,"married","no_rec","fixed",75,130,10000,0,500,1238,40.3877221324717,2.64,"sen (14,99]","time (12,24]","age (50,99]","exp (60,80]","inc (110,140]","asset (8e+03,1e+06]","debt (-1,0]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (2,4]"
"good",7,"owner",48,29,"married","no_rec","fixed",35,68,3500,0,500,1700,29.4117647058824,3.168,"sen (3,8]","time (36,48]","age (25,30]","exp (0,40]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (2,4]"
"good",23,"other",36,56,"separated","no_rec","freelance",35,157,0,0,1800,2320,77.5862068965517,2.44,"sen (14,99]","time (24,36]","age (50,99]","exp (0,40]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (70,80]","sav (2,4]"
"good",2,"parents",48,25,"single","yes_rec","fixed",35,233,0,0,1000,1090,91.743119266055,9.504,"sen (1,3]","time (36,48]","age (0,25]","exp (0,40]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (6,99]"
"bad",5,"parents",24,26,"single","yes_rec","fixed",35,104,0,0,1000,1314,76.103500761035,1.656,"sen (3,8]","time (12,24]","age (25,30]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (0,2]"
"good",18,"owner",60,34,"married","no_rec","fixed",35,168,12000,0,800,1103,72.5294650951949,9.975,"sen (14,99]","time (48,99]","age (30,40]","exp (0,40]","inc (140,190]","asset (8e+03,1e+06]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (6,99]"
"good",3,"parents",48,48,"married","no_rec","fixed",35,120,0,0,1300,1470,88.4353741496599,3.13846153846154,"sen (1,3]","time (36,48]","age (40,50]","exp (0,40]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (2,4]"
"good",1,"owner",60,22,"married","yes_rec","fixed",45,230,2000,288,800,1588,50.3778337531486,13.659,"sen (-1,1]","time (48,99]","age (0,25]","exp (40,50]","inc (190,1e+04]","asset (0,3e+03]","debt (0,500]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (6,99]"
"bad",1,"owner",60,55,"married","yes_rec","others",45,136,30000,0,1400,1424,98.314606741573,3.9,"sen (-1,1]","time (48,99]","age (50,99]","exp (40,50]","inc (110,140]","asset (8e+03,1e+06]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (2,4]"
"good",28,"owner",60,52,"married","no_rec","fixed",35,185,4000,1000,900,1428,63.0252100840336,9.33333333333333,"sen (14,99]","time (48,99]","age (50,99]","exp (0,40]","inc (140,190]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (6,99]"
"good",7,"owner",60,47,"married","no_rec","fixed",75,155,3000,200,675,975,69.2307692307692,6.93333333333333,"sen (3,8]","time (48,99]","age (40,50]","exp (60,80]","inc (140,190]","asset (0,3e+03]","debt (0,500]","am (600,900]","priz (0,1e+03]","finr (50,70]","sav (6,99]"
"good",9,"rent",60,25,"married","no_rec","fixed",50,145,0,0,1100,1250,88,5.18181818181818,"sen (8,14]","time (48,99]","age (0,25]","exp (40,50]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (4,6]"
"good",1,"rent",60,28,"married","no_rec","fixed",62,169,0,0,1200,2068,58.0270793036751,5.35,"sen (-1,1]","time (48,99]","age (25,30]","exp (60,80]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (50,70]","sav (4,6]"
"bad",0,"rent",48,52,"single","yes_rec","fixed",49,135,0,0,1000,1200,83.3333333333333,4.128,"sen (-1,1]","time (36,48]","age (50,99]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (4,6]"
"good",8,"priv",60,49,"married","no_rec","fixed",45,120,3000,0,900,985,91.3705583756345,5,"sen (3,8]","time (48,99]","age (40,50]","exp (40,50]","inc (110,140]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (4,6]"
"good",10,"owner",30,37,"married","no_rec","fixed",60,200,7000,0,750,1923,39.0015600624025,5.6,"sen (8,14]","time (24,36]","age (30,40]","exp (50,60]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (-1,0]","am (600,900]","priz (1.8e+03,1e+05]","finr (0,50]","sav (4,6]"
"bad",7,"parents",36,31,"separated","no_rec","fixed",35,197,0,0,1200,1200,100,4.86,"sen (3,8]","time (24,36]","age (30,40]","exp (0,40]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (4,6]"
"good",5,"owner",48,48,"married","no_rec","fixed",60,130,5000,0,650,795,81.7610062893082,5.16923076923077,"sen (3,8]","time (36,48]","age (40,50]","exp (50,60]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (80,90]","sav (4,6]"
"good",7,"owner",36,25,"single","no_rec","fixed",35,55,9000,0,1000,1215,82.3045267489712,0.72,"sen (3,8]","time (24,36]","age (0,25]","exp (0,40]","inc (0,80]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (0,2]"
"good",2,"parents",48,29,"single","no_rec","fixed",35,111,0,0,1000,1854,53.9374325782093,3.648,"sen (1,3]","time (36,48]","age (25,30]","exp (0,40]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (50,70]","sav (2,4]"
"bad",3,"priv",48,28,"married","no_rec","fixed",60,136,3500,2500,1000,1200,83.3333333333333,2.448,"sen (1,3]","time (36,48]","age (25,30]","exp (50,60]","inc (110,140]","asset (3e+03,5e+03]","debt (1.5e+03,2.5e+03]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (2,4]"
"good",45,"owner",30,64,"married","no_rec","freelance",45,157,20000,0,1000,1588,62.9722921914358,3.36,"sen (14,99]","time (24,36]","age (50,99]","exp (40,50]","inc (140,190]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (2,4]"
"bad",10,"owner",60,49,"widow","no_rec","fixed",35,160,3000,0,1650,1659,99.4575045207957,4.54545454545455,"sen (8,14]","time (48,99]","age (40,50]","exp (0,40]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (4,6]"
"good",0,"parents",36,22,"single","no_rec","partime",35,81,2500,0,400,775,51.6129032258064,4.14,"sen (-1,1]","time (24,36]","age (0,25]","exp (0,40]","inc (80,110]","asset (0,3e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (4,6]"
"good",16,"owner",60,31,"married","no_rec","fixed",60,160,12000,0,1850,1862,99.3555316863588,3.24324324324324,"sen (14,99]","time (48,99]","age (30,40]","exp (50,60]","inc (140,190]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (90,100]","sav (2,4]"
"good",10,"owner",24,52,"married","no_rec","fixed",60,81,5000,0,250,1003,24.9252243270189,2.016,"sen (8,14]","time (12,24]","age (50,99]","exp (50,60]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (1e+03,1.3e+03]","finr (0,50]","sav (2,4]"
"good",17,"owner",24,51,"married","no_rec","freelance",35,55,5000,0,800,1630,49.079754601227,0.6,"sen (14,99]","time (12,24]","age (50,99]","exp (0,40]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (0,2]"
"good",25,"owner",60,50,"married","no_rec","fixed",75,85,8000,0,1500,2075,72.289156626506,0.4,"sen (14,99]","time (48,99]","age (40,50]","exp (60,80]","inc (80,110]","asset (5e+03,8e+03]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (70,80]","sav (0,2]"
"good",15,"owner",48,40,"single","no_rec","fixed",35,95,7000,4000,800,1086,73.6648250460405,1.2,"sen (14,99]","time (36,48]","age (30,40]","exp (0,40]","inc (80,110]","asset (5e+03,8e+03]","debt (2.5e+03,1e+06]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (0,2]"
"good",27,"owner",12,45,"married","no_rec","fixed",60,142,5000,0,400,985,40.6091370558376,2.46,"sen (14,99]","time (0,12]","age (40,50]","exp (50,60]","inc (140,190]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (0,50]","sav (2,4]"
"good",6,"owner",60,63,"widow","no_rec","others",35,54,13000,0,1000,1063,94.0733772342427,1.14,"sen (3,8]","time (48,99]","age (50,99]","exp (0,40]","inc (0,80]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (0,2]"
"good",1,"other",24,20,"single","no_rec","partime",45,48,3000,0,700,980,71.4285714285714,0.102857142857143,"sen (-1,1]","time (12,24]","age (0,25]","exp (40,50]","inc (0,80]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (70,80]","sav (0,2]"
"bad",14,"owner",36,37,"married","yes_rec","fixed",75,120,13000,3500,1250,1350,92.5925925925926,0.288,"sen (8,14]","time (24,36]","age (30,40]","exp (60,80]","inc (110,140]","asset (8e+03,1e+06]","debt (2.5e+03,1e+06]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (0,2]"
"good",6,"owner",48,53,"married","no_rec","freelance",60,178,15000,0,800,1371,58.3515681983953,7.08,"sen (3,8]","time (36,48]","age (50,99]","exp (50,60]","inc (140,190]","asset (8e+03,1e+06]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (6,99]"
"bad",8,"other",60,28,"divorced","yes_rec","fixed",35,102,0,0,1100,1421,77.4102744546094,3.65454545454545,"sen (3,8]","time (48,99]","age (25,30]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (2,4]"
"bad",5,"owner",36,59,"married","no_rec","freelance",35,184,1,0,700,1100,63.6363636363636,7.66285714285714,"sen (3,8]","time (24,36]","age (50,99]","exp (0,40]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (6,99]"
"good",8,"parents",48,24,"single","no_rec","fixed",35,96,0,0,1000,1540,64.9350649350649,2.928,"sen (3,8]","time (36,48]","age (0,25]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (2,4]"
"good",2,"parents",60,26,"single","no_rec","freelance",35,8,0,0,900,984,91.4634146341463,-1.8,"sen (1,3]","time (48,99]","age (25,30]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (-99,0]"
"bad",33,"rent",60,53,"married","no_rec","fixed",46,106,0,0,850,1371,61.998541210795,4.23529411764706,"sen (14,99]","time (48,99]","age (50,99]","exp (40,50]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (4,6]"
"good",13,"owner",36,40,"married","no_rec","fixed",45,193,3000,0,700,1000,70,7.61142857142857,"sen (8,14]","time (24,36]","age (30,40]","exp (40,50]","inc (190,1e+04]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (50,70]","sav (6,99]"
"bad",2,"owner",36,22,"single","no_rec","freelance",35,62,11000,0,375,450,83.3333333333333,2.592,"sen (1,3]","time (24,36]","age (0,25]","exp (0,40]","inc (0,80]","asset (8e+03,1e+06]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (80,90]","sav (2,4]"
"good",5,"parents",60,23,"single","no_rec","fixed",35,120,0,0,1300,2100,61.9047619047619,3.92307692307692,"sen (3,8]","time (48,99]","age (0,25]","exp (0,40]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (50,70]","sav (2,4]"
"bad",11,"owner",60,42,"married","no_rec","fixed",60,80,3600,0,1200,1322,90.7715582450832,1,"sen (8,14]","time (48,99]","age (40,50]","exp (50,60]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (0,2]"
"good",8,"owner",60,31,"married","no_rec","fixed",35,98,5000,1000,1400,1720,81.3953488372093,2.27142857142857,"sen (3,8]","time (48,99]","age (30,40]","exp (0,40]","inc (80,110]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"good",0,"parents",60,24,"single","yes_rec","fixed",35,241,0,0,1100,1600,68.75,11.2363636363636,"sen (-1,1]","time (48,99]","age (0,25]","exp (0,40]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (6,99]"
"good",2,"parents",60,48,"married","yes_rec","fixed",45,106,1500,0,1000,1253,79.8084596967279,3.66,"sen (1,3]","time (48,99]","age (40,50]","exp (40,50]","inc (80,110]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (70,80]","sav (2,4]"
"good",8,"owner",24,25,"married","no_rec","fixed",35,160,3000,0,800,1092,73.2600732600733,3.75,"sen (3,8]","time (12,24]","age (0,25]","exp (0,40]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (2,4]"
"good",3,"rent",48,28,"single","no_rec","fixed",51,160,0,0,550,1440,38.1944444444444,9.51272727272727,"sen (1,3]","time (36,48]","age (25,30]","exp (50,60]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (6,99]"
"bad",6,"rent",60,47,"married","yes_rec","freelance",45,184,3000,0,1000,1000,100,8.34,"sen (3,8]","time (48,99]","age (40,50]","exp (40,50]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (0,1e+03]","finr (90,100]","sav (6,99]"
"good",14,"owner",36,40,"married","no_rec","fixed",45,80,3000,0,900,1263,71.2589073634204,1.4,"sen (8,14]","time (24,36]","age (30,40]","exp (40,50]","inc (0,80]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (0,2]"
"good",30,"owner",48,66,"married","no_rec","freelance",35,178,7000,0,1000,1108,90.2527075812274,6.864,"sen (14,99]","time (36,48]","age (50,99]","exp (0,40]","inc (140,190]","asset (5e+03,8e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (6,99]"
"bad",0,"rent",36,55,"married","yes_rec","fixed",94,193,0,0,600,1100,54.5454545454545,5.94,"sen (-1,1]","time (24,36]","age (50,99]","exp (80,1e+04]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1e+03,1.3e+03]","finr (50,70]","sav (4,6]"
"bad",2,"parents",60,22,"single","no_rec","fixed",35,60,0,0,1175,1175,100,1.27659574468085,"sen (1,3]","time (48,99]","age (0,25]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (0,2]"
"bad",1,"rent",48,29,"widow","no_rec","others",43,80,0,0,1250,1500,83.3333333333333,1.4208,"sen (-1,1]","time (36,48]","age (25,30]","exp (40,50]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (0,2]"
"good",13,"other",60,37,"married","no_rec","fixed",60,103,87,0,1300,1966,66.1241098677518,1.98461538461538,"sen (8,14]","time (48,99]","age (30,40]","exp (50,60]","inc (80,110]","asset (0,3e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.8e+03,1e+05]","finr (50,70]","sav (0,2]"
"good",20,"owner",60,51,"married","no_rec","fixed",45,107,2000,0,1000,1536,65.1041666666667,3.72,"sen (14,99]","time (48,99]","age (50,99]","exp (40,50]","inc (80,110]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (2,4]"
"good",4,"rent",36,60,"separated","no_rec","fixed",46,111,0,0,500,750,66.6666666666667,4.68,"sen (3,8]","time (24,36]","age (50,99]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (4,6]"
"good",1,"owner",60,60,"married","no_rec","others",45,200,7000,0,1000,1179,84.8176420695505,9.3,"sen (-1,1]","time (48,99]","age (50,99]","exp (40,50]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (6,99]"
"good",8,"owner",48,34,"married","no_rec","freelance",45,187,8000,3600,600,1699,35.3148911124191,8.48,"sen (3,8]","time (36,48]","age (30,40]","exp (40,50]","inc (140,190]","asset (5e+03,8e+03]","debt (2.5e+03,1e+06]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (6,99]"
"bad",0,"owner",60,58,"single","no_rec","others",35,19,1,0,700,1332,52.5525525525526,-1.37142857142857,"sen (-1,1]","time (48,99]","age (50,99]","exp (0,40]","inc (0,80]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (-99,0]"
"bad",0,"other",48,32,"single","no_rec","partime",35,182,0,0,800,907,88.2028665931643,8.82,"sen (-1,1]","time (36,48]","age (30,40]","exp (0,40]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (80,90]","sav (6,99]"
"good",25,"owner",36,46,"married","no_rec","fixed",90,145,12000,0,1100,2400,45.8333333333333,1.8,"sen (14,99]","time (24,36]","age (40,50]","exp (80,1e+04]","inc (140,190]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (0,50]","sav (0,2]"
"bad",4,"rent",60,23,"single","yes_rec","fixed",45,97,0,0,1250,1635,76.4525993883792,2.496,"sen (3,8]","time (48,99]","age (0,25]","exp (40,50]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (2,4]"
"good",8,"other",30,40,"married","no_rec","fixed",45,148,0,0,850,1370,62.043795620438,3.63529411764706,"sen (3,8]","time (24,36]","age (30,40]","exp (40,50]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (2,4]"
"good",21,"owner",36,44,"married","no_rec","fixed",75,170,4000,0,1200,1650,72.7272727272727,2.85,"sen (14,99]","time (24,36]","age (40,50]","exp (60,80]","inc (140,190]","asset (3e+03,5e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (2,4]"
"bad",10,"owner",48,50,"separated","no_rec","freelance",35,232,80000,0,1800,2038,88.3218842001963,5.25333333333333,"sen (8,14]","time (36,48]","age (40,50]","exp (0,40]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (4,6]"
"bad",1,"rent",36,47,"married","yes_rec","freelance",105,101,0,0,500,500,100,-0.288,"sen (-1,1]","time (24,36]","age (40,50]","exp (80,1e+04]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (90,100]","sav (-99,0]"
"good",5,"rent",36,33,"married","no_rec","partime",52,73,0,0,400,750,53.3333333333333,1.89,"sen (3,8]","time (24,36]","age (30,40]","exp (50,60]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (0,2]"
"bad",2,"other",60,45,"married","yes_rec","partime",60,90,0,0,1000,1457,68.6341798215511,1.8,"sen (1,3]","time (48,99]","age (40,50]","exp (50,60]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (0,2]"
"good",12,"owner",60,39,"single","yes_rec","fixed",35,125,4000,0,1000,1516,65.9630606860158,5.4,"sen (8,14]","time (48,99]","age (30,40]","exp (0,40]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (4,6]"
"good",2,"parents",60,22,"single","no_rec","freelance",35,115,0,0,1250,1263,98.9707046714173,3.84,"sen (1,3]","time (48,99]","age (0,25]","exp (0,40]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (2,4]"
"good",8,"owner",60,29,"married","no_rec","fixed",45,192,6000,2500,1300,1595,81.5047021943574,5.63076923076923,"sen (3,8]","time (48,99]","age (25,30]","exp (40,50]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (1.5e+03,2.5e+03]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (4,6]"
"good",3,"owner",60,32,"single","no_rec","fixed",35,84,5000,3000,600,999,60.0600600600601,1.9,"sen (1,3]","time (48,99]","age (30,40]","exp (0,40]","inc (80,110]","asset (3e+03,5e+03]","debt (2.5e+03,1e+06]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (0,2]"
"good",2,"parents",60,25,"married","no_rec","freelance",35,150,2000,0,1000,1302,76.8049155145929,6.9,"sen (1,3]","time (48,99]","age (0,25]","exp (0,40]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (6,99]"
"good",2,"rent",36,31,"married","no_rec","freelance",46,111,0,0,1000,1800,55.5555555555556,2.34,"sen (1,3]","time (24,36]","age (30,40]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (2,4]"
"bad",0,"rent",48,25,"married","yes_rec","partime",49,139,0,0,1450,1701,85.243974132863,2.97931034482759,"sen (-1,1]","time (36,48]","age (0,25]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"good",7,"rent",60,33,"married","no_rec","fixed",84,240,0,0,1000,1928,51.8672199170124,9.36,"sen (3,8]","time (48,99]","age (30,40]","exp (80,1e+04]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (50,70]","sav (6,99]"
"bad",2,"parents",36,21,"single","no_rec","fixed",35,50,0,0,500,900,55.5555555555556,1.08,"sen (1,3]","time (24,36]","age (0,25]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (0,2]"
"bad",0,"parents",48,26,"married","no_rec","partime",45,76,0,0,700,2300,30.4347826086957,2.12571428571429,"sen (-1,1]","time (36,48]","age (25,30]","exp (40,50]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.8e+03,1e+05]","finr (0,50]","sav (2,4]"
"good",1,"owner",48,48,"married","no_rec","freelance",45,188,14000,0,900,1082,83.1792975970425,7.62666666666667,"sen (-1,1]","time (36,48]","age (40,50]","exp (40,50]","inc (140,190]","asset (8e+03,1e+06]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (80,90]","sav (6,99]"
"good",30,"rent",36,53,"married","no_rec","partime",70,95,0,0,800,800,100,1.125,"sen (14,99]","time (24,36]","age (50,99]","exp (60,80]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (0,2]"
"good",3,"owner",48,63,"married","no_rec","others",35,145,4000,0,350,969,36.1197110423117,15.0857142857143,"sen (1,3]","time (36,48]","age (50,99]","exp (0,40]","inc (140,190]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (0,50]","sav (6,99]"
"good",3,"rent",60,36,"married","no_rec","partime",42,72,0,0,850,1263,67.3000791765637,2.11764705882353,"sen (1,3]","time (48,99]","age (30,40]","exp (40,50]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (2,4]"
"good",0,"parents",36,20,"single","no_rec","partime",35,120,0,0,1100,1100,100,2.78181818181818,"sen (-1,1]","time (24,36]","age (0,25]","exp (0,40]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (2,4]"
"good",4,"parents",48,23,"single","no_rec","fixed",35,85,0,0,1200,1350,88.8888888888889,2,"sen (3,8]","time (36,48]","age (0,25]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (0,2]"
"good",10,"priv",36,47,"married","yes_rec","fixed",45,60,5000,0,250,1343,18.6150409530901,2.16,"sen (8,14]","time (24,36]","age (40,50]","exp (40,50]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (2,4]"
